Ride_ID,Date,City,Pickup_Area,Drop_Area,Distance_km,Ride_Time_min,Fare_INR,Driver_Rating,Rider_Rating,Payment_Mode,Ride_Status
R14662,2025-02-27,Chennai,Jubilee Hills,Uppal,1.5,7,49.74,4.84,4.43,Card,Cancelled
R14663,2025-05-21,Hyderabad,Somajiguda,LB Nagar,14.29,65,277.99,4.56,3.88,Cash,Cancelled
R14664,2025-03-21,Mumbai,LB Nagar,Kondapur,9.61,45,122.84,4.8,4.32,Cash,Completed
R14665,2025-06-29,Delhi,Miyapur,Ameerpet,3.55,20,61.1,3.82,4.66,UPI,Completed
R14666,2025-05-14,Hyderabad,Uppal,Somajiguda,13.03,62,207.58,3.86,4.98,Cash,Cancelled
R14667,2025-01-29,Mumbai,Uppal,Madhapur,5.58,31,83.88,4.82,4.19,Card,Cancelled
R14668,2025-01-28,Pune,Hitech City,Uppal,3.68,12,88.6,3.9,4.55,Cash,Completed
R14669,2025-01-04,Delhi,Kondapur,Miyapur,5.33,23,128.92,4.25,4.98,UPI,Completed
R14670,2025-01-15,Bangalore,Uppal,Kukatpally,3.14,18,63.38,4.49,4.05,Cash,Completed
R14671,2025-05-21,Delhi,LB Nagar,Kukatpally,2.17,12,61.2,4.47,4.02,Card,Completed
R14672,2025-03-20,Bangalore,Jubilee Hills,Miyapur,14.73,67,243.08,4.25,4.6,Cash,Completed
R14673,2025-03-28,Bangalore,Begumpet,Mehdipatnam,4.43,25,90.11,4.88,4.47,Card,Completed
R14674,2025-02-07,Chennai,Kukatpally,Gachibowli,8.83,50,162.51,3.82,3.95,Cash,Completed
R14675,2025-04-29,Pune,Ameerpet,Uppal,11.42,56,154.32,4.05,4.5,Card,Cancelled
R14676,2025-05-13,Chennai,Jubilee Hills,Mehdipatnam,10.64,32,171.77,4.46,4.22,Card,Completed
R14677,2025-02-08,Pune,Mehdipatnam,Madhapur,6.46,22,118.19,3.97,4.48,UPI,Completed
R14678,2025-03-16,Delhi,Kukatpally,Uppal,14.82,53,181.51,4.54,4.91,UPI,Completed
R14679,2025-06-08,Mumbai,Hitech City,Begumpet,14.39,68,305.84,4.88,4.98,Card,Completed
R14680,2025-05-20,Delhi,LB Nagar,Miyapur,7.5,44,105.97,4.86,4.77,UPI,Completed
R14681,2025-05-31,Bangalore,Kukatpally,Uppal,11.51,58,206.0,4.65,4.48,UPI,Completed
R14682,2025-03-31,Mumbai,Gachibowli,Hitech City,3.46,11,86.26,4.98,4.38,Card,Completed
R14683,2025-04-28,Bangalore,Somajiguda,Miyapur,5.71,23,79.17,4.17,4.74,Cash,Completed
R14684,2025-03-17,Hyderabad,Gachibowli,Mehdipatnam,3.65,14,88.99,4.83,3.88,Card,Cancelled
R14685,2025-04-27,Hyderabad,Miyapur,Secunderabad,5.03,20,86.9,4.85,4.05,UPI,Completed
R14686,2025-05-07,Bangalore,Miyapur,Banjara Hills,1.31,4,44.84,4.69,4.62,UPI,Completed
R14687,2025-02-01,Bangalore,Gachibowli,Jubilee Hills,14.1,44,237.61,3.83,4.54,Card,Completed
R14688,2025-02-27,Bangalore,Madhapur,Secunderabad,1.43,4,52.0,4.0,4.35,UPI,Completed
R14689,2025-02-20,Bangalore,LB Nagar,Miyapur,13.67,70,168.19,4.36,4.93,Cash,Cancelled
R14690,2025-03-14,Chennai,Uppal,Ameerpet,8.0,31,148.41,4.0,4.29,UPI,Completed
R14691,2025-03-06,Hyderabad,Kondapur,Somajiguda,10.29,54,173.55,3.87,4.89,UPI,Completed
R14692,2025-03-09,Bangalore,Gachibowli,Kukatpally,10.04,31,151.98,4.13,4.65,UPI,Cancelled
R14693,2025-04-05,Mumbai,Kukatpally,LB Nagar,7.48,35,165.03,3.91,3.98,Cash,Completed
R14694,2025-03-02,Mumbai,Somajiguda,Mehdipatnam,13.95,60,182.35,4.85,4.01,UPI,Completed
R14695,2025-04-10,Hyderabad,Gachibowli,Kondapur,11.75,49,239.11,4.3,4.21,UPI,Cancelled
R14696,2025-01-21,Pune,Hitech City,Ameerpet,12.91,46,150.83,4.08,4.58,UPI,Completed
R14697,2025-02-09,Bangalore,Jubilee Hills,Secunderabad,3.43,16,89.25,4.75,4.05,Card,Completed
R14698,2025-01-03,Chennai,Secunderabad,Kondapur,3.09,17,56.34,4.3,3.9,UPI,Completed
R14699,2025-01-14,Hyderabad,Kondapur,Madhapur,11.92,49,168.6,4.58,4.11,Card,Cancelled
R14700,2025-05-08,Mumbai,Begumpet,Hitech City,10.05,55,203.64,4.02,4.57,Card,Completed
R14701,2025-01-06,Hyderabad,Gachibowli,Uppal,12.89,49,162.52,4.17,4.32,Cash,Completed
R14702,2025-03-02,Pune,Somajiguda,Ameerpet,7.8,26,136.13,5.0,3.85,Card,Completed
R14703,2025-06-29,Bangalore,Secunderabad,Uppal,2.87,8,59.62,4.98,4.66,Card,Completed
R14704,2025-05-17,Bangalore,Somajiguda,Secunderabad,12.9,55,259.81,4.6,4.56,Cash,Completed
R14705,2025-06-19,Mumbai,Kondapur,Secunderabad,8.04,36,171.0,4.73,4.35,Cash,Completed
R14706,2025-02-16,Delhi,Uppal,Secunderabad,12.96,44,172.38,4.22,3.99,UPI,Completed
R14707,2025-04-14,Pune,Hitech City,Madhapur,10.63,55,191.19,4.43,4.23,UPI,Completed
R14708,2025-06-12,Mumbai,Mehdipatnam,Secunderabad,5.45,24,93.1,4.88,4.05,Card,Completed
R14709,2025-05-05,Bangalore,Miyapur,Hitech City,13.33,42,159.71,4.78,4.93,Card,Completed
R14710,2025-01-10,Pune,Miyapur,Somajiguda,10.29,54,228.87,4.16,4.08,Cash,Cancelled
R14711,2025-04-18,Chennai,Banjara Hills,Secunderabad,3.66,12,59.43,4.0,4.26,Card,Completed
R14712,2025-05-26,Delhi,Secunderabad,Ameerpet,3.56,11,66.43,3.87,3.86,Cash,Completed
R14713,2025-05-17,Delhi,Kukatpally,Kondapur,10.98,51,221.83,4.58,4.63,Card,Completed
R14714,2025-02-04,Bangalore,Secunderabad,Somajiguda,8.16,28,167.42,4.94,4.92,Card,Cancelled
R14715,2025-04-27,Hyderabad,Madhapur,Begumpet,7.23,27,97.03,4.95,3.82,UPI,Cancelled
R14716,2025-01-22,Delhi,Miyapur,Banjara Hills,5.78,31,101.66,4.11,4.09,Card,Completed
R14717,2025-01-16,Delhi,LB Nagar,Begumpet,7.37,24,160.05,4.19,4.19,Card,Completed
R14718,2025-06-21,Delhi,Miyapur,Banjara Hills,4.47,20,109.77,3.91,4.75,Cash,Cancelled
R14719,2025-03-07,Bangalore,Uppal,Ameerpet,13.68,67,234.93,4.07,4.28,Card,Cancelled
R14720,2025-02-23,Chennai,LB Nagar,Miyapur,3.26,14,64.84,4.79,4.37,Cash,Completed
R14721,2025-06-26,Chennai,Madhapur,Miyapur,4.8,19,77.2,4.62,4.03,Cash,Completed
R14722,2025-06-07,Bangalore,Secunderabad,Begumpet,7.85,31,103.64,4.78,4.99,Card,Completed
R14723,2025-02-07,Mumbai,Mehdipatnam,Hitech City,2.06,10,64.61,4.5,4.87,Cash,Cancelled
R14724,2025-02-04,Delhi,Banjara Hills,LB Nagar,7.08,27,158.94,4.3,4.38,UPI,Completed
R14725,2025-01-23,Chennai,Gachibowli,Madhapur,5.47,22,98.61,4.1,4.21,Cash,Completed
R14726,2025-01-07,Chennai,Gachibowli,Jubilee Hills,4.34,16,86.68,3.83,4.26,Cash,Completed
R14727,2025-01-25,Chennai,Hitech City,Ameerpet,5.09,22,118.87,4.69,4.53,Card,Cancelled
R14728,2025-06-01,Bangalore,Miyapur,Banjara Hills,6.36,28,88.5,4.87,4.2,Card,Cancelled
R14729,2025-05-19,Pune,LB Nagar,Gachibowli,3.52,11,58.61,4.04,4.29,Cash,Completed
R14730,2025-04-23,Pune,Begumpet,Gachibowli,8.87,30,145.46,4.53,3.95,Card,Completed
R14731,2025-03-08,Hyderabad,Banjara Hills,Secunderabad,6.35,26,122.47,4.95,4.16,Card,Completed
R14732,2025-06-28,Bangalore,Secunderabad,Jubilee Hills,11.34,45,243.11,4.71,4.3,UPI,Cancelled
R14733,2025-04-19,Hyderabad,Ameerpet,Kukatpally,1.76,6,56.79,4.09,4.55,Card,Completed
R14734,2025-02-06,Delhi,Kukatpally,Secunderabad,4.06,13,84.06,4.08,4.26,Card,Cancelled
R14735,2025-04-29,Bangalore,Uppal,Mehdipatnam,1.57,5,39.76,4.84,4.1,Card,Completed
R14736,2025-03-28,Hyderabad,Banjara Hills,Ameerpet,13.73,48,291.69,3.92,4.67,Card,Completed
R14737,2025-03-16,Delhi,LB Nagar,Secunderabad,11.47,65,144.74,4.54,4.02,UPI,Completed
R14738,2025-05-16,Bangalore,LB Nagar,Jubilee Hills,14.91,54,208.36,4.84,4.46,Card,Completed
R14739,2025-06-16,Chennai,Uppal,Somajiguda,12.92,55,221.32,4.54,4.48,Card,Completed
R14740,2025-03-11,Hyderabad,Secunderabad,Mehdipatnam,5.47,25,125.87,3.87,4.81,UPI,Completed
R14741,2025-06-24,Bangalore,Secunderabad,LB Nagar,12.25,70,269.5,3.96,3.98,Cash,Cancelled
R14742,2025-05-03,Pune,Uppal,Mehdipatnam,10.6,36,186.72,4.51,4.41,Cash,Completed
R14743,2025-04-14,Chennai,Banjara Hills,Miyapur,6.37,22,84.42,4.51,4.07,Card,Completed
R14744,2025-05-30,Pune,Uppal,Begumpet,5.38,30,81.88,4.09,4.81,Card,Completed
R14745,2025-01-27,Mumbai,Madhapur,Kondapur,8.32,47,169.71,4.23,4.51,Card,Completed
R14746,2025-06-09,Bangalore,LB Nagar,Uppal,2.81,9,74.92,3.8,4.44,Cash,Cancelled
R14747,2025-01-16,Delhi,Miyapur,Gachibowli,13.79,42,261.37,4.14,4.2,Cash,Completed
R14748,2025-02-28,Hyderabad,Uppal,Kukatpally,1.47,5,53.78,4.82,4.43,Cash,Completed
R14749,2025-01-29,Delhi,Miyapur,Begumpet,14.91,78,252.98,4.54,4.4,Card,Cancelled
R14750,2025-02-27,Delhi,Kukatpally,Somajiguda,8.04,37,167.49,4.09,4.63,Card,Completed
R14751,2025-05-25,Mumbai,Somajiguda,Mehdipatnam,3.49,12,61.73,4.48,4.67,Cash,Completed
R14752,2025-03-01,Bangalore,Secunderabad,Kondapur,7.21,36,111.28,4.59,4.42,Card,Completed
R14753,2025-03-23,Pune,Kondapur,Mehdipatnam,4.95,27,97.22,3.91,4.52,Card,Completed
R14754,2025-02-02,Chennai,Kukatpally,Madhapur,6.31,22,123.57,4.23,4.02,UPI,Completed
R14755,2025-04-26,Bangalore,Kondapur,Jubilee Hills,9.56,51,181.68,4.33,4.55,Card,Completed
R14756,2025-06-12,Mumbai,Hitech City,Kondapur,2.12,8,49.85,3.92,4.33,Cash,Completed
R14757,2025-04-20,Pune,Hitech City,Secunderabad,4.38,24,87.29,4.95,4.4,Cash,Completed
R14758,2025-06-25,Chennai,Gachibowli,Secunderabad,5.36,28,96.54,4.96,4.93,UPI,Completed
R14759,2025-05-16,Bangalore,Begumpet,Madhapur,12.98,43,145.74,4.17,4.72,Card,Completed
R14760,2025-01-17,Delhi,Uppal,Kondapur,6.13,26,132.14,4.88,4.32,Cash,Cancelled
R14761,2025-03-17,Hyderabad,Gachibowli,Mehdipatnam,3.78,18,90.3,4.53,4.34,UPI,Completed
R14762,2025-04-19,Delhi,Mehdipatnam,Kukatpally,3.43,17,63.16,4.18,4.02,Cash,Completed
R14763,2025-02-18,Bangalore,Gachibowli,Banjara Hills,6.13,30,128.19,4.34,4.25,Cash,Completed
R14764,2025-02-07,Mumbai,Banjara Hills,Mehdipatnam,5.73,23,138.76,4.25,3.91,UPI,Completed
R14765,2025-02-03,Hyderabad,Madhapur,Ameerpet,8.03,27,176.21,4.58,3.99,UPI,Completed
R14766,2025-02-18,Mumbai,Kukatpally,Secunderabad,5.24,28,102.45,4.58,4.13,Cash,Completed
R14767,2025-04-18,Mumbai,Kukatpally,Madhapur,2.4,11,58.24,3.91,4.69,UPI,Completed
R14768,2025-05-13,Pune,LB Nagar,Jubilee Hills,4.82,16,71.24,4.59,4.97,Card,Cancelled
R14769,2025-06-07,Delhi,Ameerpet,Hitech City,6.96,31,124.3,4.61,4.42,UPI,Completed
R14770,2025-05-15,Delhi,Kondapur,Kukatpally,12.82,46,242.1,4.63,4.52,UPI,Completed
R14771,2025-02-11,Hyderabad,Somajiguda,Kondapur,12.48,52,229.88,3.83,4.25,Cash,Completed
R14772,2025-04-02,Pune,Madhapur,Begumpet,14.68,85,167.5,4.03,3.83,UPI,Cancelled
R14773,2025-05-03,Delhi,LB Nagar,Kondapur,3.77,21,70.72,3.99,4.87,Card,Completed
R14774,2025-04-18,Delhi,Somajiguda,Secunderabad,14.14,79,277.84,4.35,4.46,Card,Completed
R14775,2025-05-16,Bangalore,Ameerpet,Hitech City,1.68,5,49.4,4.48,4.88,Card,Completed
R14776,2025-05-27,Hyderabad,Kukatpally,Gachibowli,14.55,70,181.65,4.38,4.76,Card,Cancelled
R14777,2025-03-07,Bangalore,Madhapur,Kukatpally,8.5,41,150.47,4.71,4.36,Card,Completed
R14778,2025-03-19,Bangalore,Gachibowli,Somajiguda,7.7,27,109.21,4.82,4.67,UPI,Completed
R14779,2025-02-12,Pune,Hitech City,Ameerpet,9.46,45,144.21,4.56,3.88,Card,Completed
R14780,2025-05-11,Pune,Kukatpally,Somajiguda,12.06,60,225.96,4.28,4.29,Card,Completed
R14781,2025-02-01,Chennai,Kondapur,Ameerpet,8.79,40,161.54,4.83,3.91,Cash,Completed
R14782,2025-05-24,Bangalore,LB Nagar,Hitech City,9.82,29,159.37,4.52,4.87,Cash,Completed
R14783,2025-03-14,Pune,Miyapur,Madhapur,11.86,49,216.94,4.45,4.01,Cash,Completed
R14784,2025-01-08,Delhi,LB Nagar,Kukatpally,1.93,8,44.59,4.64,4.03,UPI,Completed
R14785,2025-06-18,Mumbai,Madhapur,LB Nagar,9.13,34,172.27,4.28,4.72,UPI,Cancelled
R14786,2025-01-11,Delhi,Ameerpet,Jubilee Hills,6.2,22,145.07,4.03,4.85,Cash,Cancelled
R14787,2025-04-22,Chennai,Ameerpet,Begumpet,5.68,22,125.04,4.59,4.53,Cash,Completed
R14788,2025-05-31,Hyderabad,Gachibowli,Uppal,12.88,61,145.86,3.94,4.42,UPI,Completed
R14789,2025-06-19,Mumbai,Hitech City,Ameerpet,12.84,72,192.92,4.61,4.24,Card,Completed
R14790,2025-06-28,Delhi,Banjara Hills,Somajiguda,6.46,32,100.74,4.07,4.92,Card,Completed
R14791,2025-06-03,Hyderabad,Banjara Hills,Mehdipatnam,9.93,42,115.6,4.02,4.05,UPI,Completed
R14792,2025-05-16,Mumbai,Banjara Hills,Gachibowli,4.35,24,64.54,4.07,4.74,Cash,Completed
R14793,2025-05-18,Bangalore,Somajiguda,Kukatpally,6.27,18,142.15,4.8,4.17,Cash,Cancelled
R14794,2025-06-21,Bangalore,Jubilee Hills,Miyapur,13.97,63,255.17,4.78,4.77,Cash,Completed
R14795,2025-06-25,Bangalore,Madhapur,Somajiguda,2.39,13,69.19,4.25,4.19,Cash,Completed
R14796,2025-05-08,Hyderabad,Uppal,Gachibowli,5.33,18,120.26,4.81,4.82,UPI,Completed
R14797,2025-04-07,Delhi,Madhapur,Uppal,5.9,24,113.21,4.59,3.85,Card,Completed
R14798,2025-03-20,Mumbai,Kondapur,Begumpet,3.65,20,62.99,4.76,4.53,Cash,Completed
R14799,2025-04-21,Chennai,Somajiguda,Kukatpally,7.18,26,104.58,4.24,4.66,UPI,Cancelled
R14800,2025-02-15,Chennai,Kondapur,Ameerpet,1.68,6,58.16,4.2,4.01,Cash,Completed
R14801,2025-02-15,Pune,Ameerpet,Uppal,5.9,23,96.02,4.88,4.54,UPI,Completed
R14802,2025-04-24,Delhi,Banjara Hills,Mehdipatnam,3.04,14,56.91,4.98,4.84,Card,Completed
R14803,2025-05-20,Hyderabad,Somajiguda,Secunderabad,11.4,66,158.19,4.94,4.34,Card,Completed
R14804,2025-06-02,Hyderabad,Begumpet,Mehdipatnam,12.12,61,190.87,4.75,4.07,Card,Completed
R14805,2025-06-26,Bangalore,Hitech City,Begumpet,12.4,53,259.15,4.44,4.61,Cash,Completed
R14806,2025-01-23,Pune,Secunderabad,Kukatpally,13.41,73,168.29,4.38,4.21,Cash,Completed
R14807,2025-05-30,Bangalore,Gachibowli,Somajiguda,4.39,20,97.48,4.52,4.8,UPI,Completed
R14808,2025-05-19,Delhi,Kukatpally,Jubilee Hills,11.4,44,160.69,4.1,4.31,UPI,Cancelled
R14809,2025-03-02,Mumbai,Ameerpet,Hitech City,9.22,29,177.49,4.86,4.93,Cash,Completed
R14810,2025-05-07,Bangalore,Miyapur,Jubilee Hills,3.0,10,59.73,4.58,4.87,Card,Completed
R14811,2025-06-01,Chennai,Somajiguda,Banjara Hills,1.7,9,54.93,4.42,4.62,Cash,Completed
R14812,2025-01-22,Delhi,Gachibowli,Jubilee Hills,3.67,11,90.62,3.81,4.68,UPI,Completed
R14813,2025-06-18,Pune,Mehdipatnam,Banjara Hills,10.69,52,144.65,4.47,4.86,UPI,Completed
R14814,2025-01-31,Mumbai,Kondapur,Uppal,7.46,31,132.33,3.95,4.0,Cash,Completed
R14815,2025-02-06,Hyderabad,Kondapur,Mehdipatnam,1.58,5,46.24,4.5,4.01,Card,Completed
R14816,2025-01-26,Chennai,Begumpet,Gachibowli,7.32,28,117.12,4.38,4.68,Cash,Completed
R14817,2025-01-17,Hyderabad,Begumpet,Jubilee Hills,5.41,20,103.25,4.76,3.87,Cash,Completed
R14818,2025-01-05,Mumbai,Mehdipatnam,Uppal,4.36,15,78.21,3.97,4.19,Card,Completed
R14819,2025-02-23,Hyderabad,Mehdipatnam,Gachibowli,10.31,36,166.93,3.92,4.82,Cash,Completed
R14820,2025-01-04,Hyderabad,Jubilee Hills,Miyapur,6.52,31,94.27,4.25,4.78,Cash,Completed
R14821,2025-03-21,Pune,Banjara Hills,Miyapur,14.0,46,265.26,4.15,4.52,UPI,Completed
R14822,2025-04-28,Delhi,Uppal,Begumpet,3.08,14,86.3,4.73,4.9,Cash,Cancelled
R14823,2025-02-22,Pune,Ameerpet,LB Nagar,9.62,33,211.48,4.46,4.61,UPI,Completed
R14824,2025-01-23,Hyderabad,Secunderabad,Banjara Hills,7.3,40,131.93,4.39,4.99,UPI,Completed
R14825,2025-05-09,Chennai,Banjara Hills,Jubilee Hills,1.88,7,42.44,4.61,4.46,Cash,Completed
R14826,2025-03-27,Pune,Kukatpally,Hitech City,11.98,52,144.49,4.23,4.48,UPI,Completed
R14827,2025-01-23,Chennai,Kukatpally,Kondapur,1.51,5,49.76,4.32,4.01,Card,Cancelled
R14828,2025-05-30,Bangalore,Begumpet,LB Nagar,10.46,39,155.15,3.93,3.86,Card,Completed
R14829,2025-02-22,Bangalore,Banjara Hills,Mehdipatnam,14.17,62,271.32,4.48,4.75,Card,Completed
R14830,2025-06-12,Delhi,Jubilee Hills,Kondapur,13.33,64,180.21,4.98,3.89,UPI,Cancelled
R14831,2025-02-22,Pune,Kukatpally,Mehdipatnam,9.95,41,187.87,4.92,3.83,Card,Completed
R14832,2025-02-25,Hyderabad,Secunderabad,Madhapur,13.57,61,217.04,4.27,4.52,UPI,Completed
R14833,2025-01-11,Pune,Madhapur,LB Nagar,13.92,70,265.94,3.96,4.63,UPI,Cancelled
R14834,2025-02-11,Delhi,Kukatpally,Banjara Hills,12.96,59,278.28,4.98,4.15,Cash,Completed
R14835,2025-01-17,Chennai,Gachibowli,Begumpet,6.93,37,124.26,4.01,4.06,Cash,Cancelled
R14836,2025-01-30,Pune,Somajiguda,Miyapur,6.75,22,150.26,4.13,3.82,Card,Cancelled
R14837,2025-02-19,Chennai,Gachibowli,Miyapur,10.05,56,123.51,3.98,4.38,UPI,Cancelled
R14838,2025-04-15,Mumbai,Gachibowli,Miyapur,2.14,12,65.71,3.95,4.37,Cash,Completed
R14839,2025-01-18,Delhi,Somajiguda,Ameerpet,11.77,68,205.21,4.65,4.43,UPI,Completed
R14840,2025-06-29,Hyderabad,LB Nagar,Begumpet,6.61,30,95.76,4.11,4.29,Cash,Completed
R14841,2025-01-30,Hyderabad,LB Nagar,Somajiguda,2.35,11,47.88,4.8,4.36,Cash,Completed
R14842,2025-04-22,Bangalore,Madhapur,Gachibowli,13.8,72,170.2,4.8,4.34,UPI,Completed
R14843,2025-04-12,Pune,Begumpet,Uppal,11.78,51,242.37,4.76,4.75,Card,Completed
R14844,2025-02-13,Delhi,Kondapur,Secunderabad,4.44,17,105.25,4.95,4.58,UPI,Completed
R14845,2025-04-29,Chennai,Miyapur,Kondapur,1.95,10,54.63,3.95,4.44,Cash,Completed
R14846,2025-05-20,Chennai,Gachibowli,Banjara Hills,2.54,11,66.21,4.32,3.91,Card,Completed
R14847,2025-04-30,Mumbai,Mehdipatnam,Kondapur,1.67,8,44.47,4.43,4.87,UPI,Cancelled
R14848,2025-05-30,Hyderabad,Mehdipatnam,Hitech City,7.92,29,108.03,3.9,4.54,UPI,Completed
R14849,2025-05-09,Mumbai,Hitech City,Mehdipatnam,7.7,31,113.15,4.25,4.94,Cash,Cancelled
R14850,2025-06-28,Bangalore,Uppal,LB Nagar,4.74,23,115.67,4.55,4.51,Card,Completed
R14851,2025-03-05,Pune,Kondapur,Ameerpet,4.31,24,64.72,4.01,3.86,Card,Completed
R14852,2025-05-29,Chennai,Miyapur,Gachibowli,10.1,56,186.84,4.26,3.84,Card,Completed
R14853,2025-06-15,Hyderabad,Somajiguda,Mehdipatnam,5.57,30,129.7,4.19,4.41,UPI,Completed
R14854,2025-03-31,Delhi,Somajiguda,Hitech City,7.46,43,142.94,4.89,4.41,UPI,Completed
R14855,2025-03-10,Bangalore,Banjara Hills,Uppal,10.66,56,153.41,4.33,4.72,Card,Cancelled
R14856,2025-01-12,Bangalore,Secunderabad,Kukatpally,2.69,10,76.26,3.83,4.79,Cash,Completed
R14857,2025-03-15,Bangalore,Mehdipatnam,Ameerpet,1.45,7,43.26,4.14,4.96,Card,Completed
R14858,2025-05-30,Chennai,Uppal,Jubilee Hills,14.96,77,184.62,4.13,4.58,Cash,Completed
R14859,2025-06-18,Chennai,Uppal,Kukatpally,5.63,25,77.36,4.95,4.84,Cash,Completed
R14860,2025-01-28,Bangalore,Kukatpally,Gachibowli,5.8,27,84.81,4.66,4.07,Card,Cancelled
R14861,2025-01-07,Delhi,Ameerpet,LB Nagar,4.29,19,100.18,4.52,4.17,UPI,Completed
R14862,2025-04-12,Pune,LB Nagar,Hitech City,2.9,10,63.64,4.12,4.64,Card,Completed
R14863,2025-02-21,Pune,Mehdipatnam,Ameerpet,3.29,10,59.39,4.21,4.09,Cash,Completed
R14864,2025-02-07,Mumbai,Secunderabad,Hitech City,12.71,75,156.66,5.0,4.17,UPI,Completed
R14865,2025-04-05,Chennai,Ameerpet,Jubilee Hills,11.99,48,238.46,4.57,4.79,UPI,Completed
R14866,2025-06-18,Hyderabad,Secunderabad,Begumpet,11.75,65,137.62,4.38,4.95,Card,Completed
R14867,2025-04-30,Hyderabad,Banjara Hills,Somajiguda,13.28,57,264.46,4.82,4.73,Card,Completed
R14868,2025-02-20,Chennai,Mehdipatnam,Somajiguda,6.62,22,103.23,4.19,4.3,Card,Cancelled
R14869,2025-02-23,Delhi,Begumpet,LB Nagar,6.38,38,105.89,3.97,4.43,UPI,Completed
R14870,2025-01-01,Hyderabad,Banjara Hills,Madhapur,6.71,38,152.67,3.91,4.8,UPI,Completed
R14871,2025-05-01,Delhi,Banjara Hills,Kondapur,10.26,58,145.35,3.9,4.81,Cash,Completed
R14872,2025-02-28,Mumbai,Mehdipatnam,Miyapur,1.54,5,51.32,4.64,4.45,UPI,Completed
R14873,2025-01-02,Hyderabad,Banjara Hills,Begumpet,3.07,15,74.57,4.94,4.95,Cash,Completed
R14874,2025-01-30,Mumbai,Hitech City,Secunderabad,10.25,47,186.87,4.14,4.8,Cash,Cancelled
R14875,2025-06-28,Mumbai,Kukatpally,Jubilee Hills,5.18,28,127.96,4.45,4.66,Card,Completed
R14876,2025-01-26,Bangalore,LB Nagar,Gachibowli,1.4,5,45.81,4.51,4.47,Card,Completed
R14877,2025-02-08,Delhi,Uppal,Mehdipatnam,5.45,21,108.07,4.68,4.51,UPI,Completed
R14878,2025-01-20,Chennai,Kukatpally,Hitech City,7.39,30,111.71,4.8,3.97,Cash,Cancelled
R14879,2025-01-17,Hyderabad,Banjara Hills,Kondapur,10.99,38,197.26,4.16,4.99,Card,Cancelled
R14880,2025-02-19,Mumbai,Kukatpally,Ameerpet,13.72,73,231.96,4.52,4.86,UPI,Completed
R14881,2025-03-30,Delhi,Hitech City,Begumpet,14.32,66,250.12,3.89,4.15,Card,Completed
R14882,2025-01-13,Hyderabad,Banjara Hills,Begumpet,11.8,48,254.56,4.46,4.05,Card,Completed
R14883,2025-02-28,Mumbai,Uppal,Miyapur,4.74,24,117.63,4.75,4.92,Card,Completed
R14884,2025-02-21,Hyderabad,Kukatpally,Ameerpet,1.28,6,42.41,4.74,3.9,Cash,Completed
R14885,2025-03-29,Bangalore,Banjara Hills,Madhapur,4.86,27,72.26,4.83,4.03,Cash,Completed
R14886,2025-01-21,Mumbai,Miyapur,Mehdipatnam,3.74,20,87.81,4.79,4.4,Cash,Cancelled
R14887,2025-06-19,Delhi,Hitech City,Ameerpet,9.05,41,181.94,4.82,4.57,UPI,Completed
R14888,2025-02-13,Delhi,Miyapur,Ameerpet,3.53,19,75.19,4.65,4.32,UPI,Completed
R14889,2025-04-02,Hyderabad,Madhapur,Miyapur,5.26,28,129.75,4.01,4.74,UPI,Completed
R14890,2025-04-30,Mumbai,LB Nagar,Gachibowli,8.8,39,171.38,3.91,4.64,Cash,Completed
R14891,2025-06-05,Bangalore,Jubilee Hills,Madhapur,9.8,36,171.42,4.43,4.03,Cash,Completed
R14892,2025-06-30,Mumbai,LB Nagar,Secunderabad,7.04,22,161.55,4.1,4.12,Card,Completed
R14893,2025-06-05,Chennai,Madhapur,Kondapur,14.62,69,315.99,4.88,3.82,UPI,Cancelled
R14894,2025-02-25,Mumbai,Miyapur,Gachibowli,6.44,25,111.61,4.44,4.92,UPI,Completed
R14895,2025-02-13,Mumbai,Kondapur,LB Nagar,7.65,42,176.16,4.01,4.58,Card,Cancelled
R14896,2025-06-06,Pune,Begumpet,LB Nagar,5.55,20,133.63,4.38,4.44,Card,Completed
R14897,2025-04-12,Delhi,Madhapur,Mehdipatnam,6.36,20,95.98,4.29,4.83,Card,Cancelled
R14898,2025-05-22,Bangalore,Banjara Hills,Ameerpet,8.8,29,144.43,4.37,4.62,Card,Completed
R14899,2025-02-02,Mumbai,Hitech City,Begumpet,13.17,61,270.01,4.5,4.43,UPI,Cancelled
R14900,2025-04-05,Mumbai,Miyapur,Somajiguda,12.97,53,282.64,4.31,3.9,Cash,Completed
R14901,2025-06-02,Pune,Kondapur,Banjara Hills,14.43,63,305.49,4.9,4.23,UPI,Cancelled
R14902,2025-02-03,Pune,LB Nagar,Madhapur,1.68,8,55.94,3.85,4.8,Card,Completed
R14903,2025-05-27,Chennai,Banjara Hills,Kondapur,12.53,54,264.76,4.59,4.05,UPI,Completed
R14904,2025-04-06,Delhi,Begumpet,Ameerpet,5.74,30,133.08,4.44,4.22,UPI,Completed
R14905,2025-06-16,Bangalore,Miyapur,Begumpet,8.97,36,197.83,4.99,4.61,Card,Completed
R14906,2025-03-14,Pune,Kondapur,Somajiguda,7.05,24,134.26,4.34,4.28,UPI,Completed
R14907,2025-03-19,Bangalore,Banjara Hills,Uppal,4.33,24,105.6,4.77,4.25,UPI,Completed
R14908,2025-04-05,Chennai,Madhapur,LB Nagar,12.11,50,215.21,4.61,4.56,UPI,Completed
